time_identifier,time_period,geographic_level,country_name,country_code,SUBLEVNO,SUBJ,ASIZE,PRIOR_BAND,GRADE,COUNT,grade_concat
Academic year,201819,National,England,E92000001,253,14710,0.5,3-<4,A,2.16,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,3-<4,B,7.91,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,3-<4,C,17.99,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,3-<4,D,21.58,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,3-<4,E,30.58,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,3-<4,U,19.78,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,4-<5,A,2.83,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,4-<5,B,11.32,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,4-<5,C,25.28,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,4-<5,D,30.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,4-<5,E,18.68,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,4-<5,U,11.51,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,5-<6,A,18,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,5-<6,B,25.6,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,5-<6,C,29.2,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,5-<6,D,15.6,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,5-<6,E,8,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,5-<6,U,3.6,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,6-<7,A,35.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,6-<7,B,35.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,6-<7,C,15.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,6-<7,D,12.94,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,6-<7,U,1.18,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,7-<8,A,60,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,7-<8,B,33.33,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,7-<8,C,6.67,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,0.5,8-<9,A,100,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,<1,A,100,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,1-<2,D,66.67,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,1-<2,E,33.33,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,2-<3,B,7.89,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,2-<3,C,13.16,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,2-<3,D,26.32,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,2-<3,E,31.58,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,2-<3,U,21.05,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,3-<4,*,0.37,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,3-<4,A,1.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,3-<4,B,7.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,3-<4,C,27.68,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,3-<4,D,35.61,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,3-<4,E,21.59,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,3-<4,U,6.09,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,4-<5,*,1.49,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,4-<5,A,4.92,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,4-<5,B,19.6,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,4-<5,C,36.03,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,4-<5,D,27.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,4-<5,E,8.84,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,4-<5,U,1.74,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,5-<6,*,6.72,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,5-<6,A,13.73,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,5-<6,B,34.09,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,5-<6,C,30.87,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,5-<6,D,12.41,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,5-<6,E,1.8,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,5-<6,U,0.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,6-<7,*,16.6,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,6-<7,A,30.04,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,6-<7,B,33.6,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,6-<7,C,17.39,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,6-<7,D,1.58,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,6-<7,E,0.79,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,7-<8,*,27.78,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,7-<8,A,33.33,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,7-<8,B,33.33,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,7-<8,C,5.56,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,14710,1,8-<9,*,100,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,1-<2,B,25,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,1-<2,U,75,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,2-<3,B,3.57,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,2-<3,C,25,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,2-<3,D,27.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,2-<3,E,4.76,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,2-<3,U,39.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,3-<4,A,1.39,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,3-<4,B,9.34,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,3-<4,C,28.63,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,3-<4,D,25.84,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,3-<4,E,2.58,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,3-<4,U,32.21,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,4-<5,A,3.11,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,4-<5,B,18.05,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,4-<5,C,36.51,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,4-<5,D,23.24,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,4-<5,E,2.39,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,4-<5,U,16.7,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,5-<6,*,0.12,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,5-<6,A,9.18,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,5-<6,B,33.73,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,5-<6,C,37.66,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,5-<6,D,11.44,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,5-<6,E,0.95,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,5-<6,U,6.91,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,6-<7,*,2.41,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,6-<7,A,30.58,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,6-<7,B,38.03,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,6-<7,C,22.13,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,6-<7,D,3.62,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,6-<7,E,0.4,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,6-<7,U,2.82,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,7-<8,*,9.68,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,7-<8,A,42.86,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,7-<8,B,33.18,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,7-<8,C,10.14,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,7-<8,D,1.84,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,7-<8,U,2.3,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,8-<9,*,36.21,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,8-<9,A,48.28,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,8-<9,B,10.34,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,0.5,8-<9,C,5.17,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,2-<3,B,18.18,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,2-<3,C,31.82,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,2-<3,D,36.36,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,2-<3,U,13.64,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,3-<4,A,2.16,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,3-<4,B,18.27,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,3-<4,C,48.13,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,3-<4,D,23.58,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,3-<4,E,1.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,3-<4,U,6.48,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,4-<5,A,7.03,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,4-<5,B,33.46,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,4-<5,C,44.49,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,4-<5,D,11.5,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,4-<5,E,0.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,4-<5,U,3.14,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,5-<6,*,0.34,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,5-<6,A,21.68,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,5-<6,B,52.77,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,5-<6,C,21.18,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,5-<6,D,2.18,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,5-<6,U,1.85,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,6-<7,*,5.14,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,6-<7,A,46.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,6-<7,B,38.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,6-<7,C,7.43,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,6-<7,D,0.57,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,6-<7,U,2.29,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,7-<8,*,12.77,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,7-<8,A,55.32,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,7-<8,B,27.66,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,7-<8,C,4.26,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,8-<9,*,11.11,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,8-<9,A,77.78,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20135,1,8-<9,B,11.11,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20530,1,3-<4,M,100,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20530,1,4-<5,M,77.78,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20530,1,4-<5,P,22.22,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20530,1,5-<6,M,66.67,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20530,1,5-<6,P,33.33,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20530,1,6-<7,D,50,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20530,1,6-<7,M,50,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,2-<3,U,100,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,3-<4,M,12.9,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,3-<4,P,48.39,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,3-<4,U,38.71,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,4-<5,M,43.24,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,4-<5,P,37.84,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,4-<5,U,18.92,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,5-<6,D,6.9,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,5-<6,M,72.41,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,5-<6,P,17.24,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,5-<6,U,3.45,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,6-<7,D,21.43,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,6-<7,M,71.43,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,6-<7,P,7.14,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,7-<8,D,40,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,7-<8,M,60,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,8-<9,D,33.33,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,0.5,8-<9,M,66.67,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,2-<3,M,25,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,2-<3,P,25,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,2-<3,U,50,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,3-<4,D,3.6,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,3-<4,M,32.43,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,3-<4,P,44.14,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,3-<4,U,19.82,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,4-<5,D,6.88,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,4-<5,M,60.32,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,4-<5,P,25.4,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,4-<5,U,7.41,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,5-<6,*,1.26,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,5-<6,D,21.38,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,5-<6,M,63.52,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,5-<6,P,8.81,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,5-<6,U,5.03,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,6-<7,*,4.41,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,6-<7,D,48.53,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,6-<7,M,45.59,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,6-<7,U,1.47,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,7-<8,*,28.57,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,7-<8,D,50,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,7-<8,M,21.43,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,8-<9,*,80,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20570,1,8-<9,D,20,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20660,0.5,2-<3,U,100,U_E_D_C_B_A_*_P_M_*A
Academic year,201819,National,England,E92000001,253,20660,0.5,3-<4,M,1.96,U_E_D_C_B_A_*_P_M_*A
